"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","市区町村City/Ward/Town/Village","町名番地Address","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1006381","笠松中央公民館図書室","KASAMATSUCHUOKOMINKANTOSHOSHITSU","カサマツチュウオウコウミンカントショシツ","501-6083","岐阜県","羽島郡笠松町","常盤町6","058-388-3231","058-388-3233","http://www.town.kasamatsu.gifu.jp/",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006382","坂祝町中央公民館図書室","SAKAHOGICHOCHUOKOMINKANTOSHOSHITSU","サカホギチョウチュウオウコウミンカントショシツ","505-0071","岐阜県","加茂郡坂祝町","黒岩1260-1","0574-26-7151","0574-26-7097","http://www3.city.minokamo.gifu.jp/sakahogi.cfm",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006383","タウンホールとみか図書室","TAUNHORUTOMIKATOSHOSHITSU","タウンホールトミカトショシツ","501-3305","岐阜県","加茂郡富加町","滝田1555","0574-54-2112","0574-55-0025","http://www.town.tomika.gifu.jp/shisei/shisetsu/hall/hall_tosyo_gakusyu.html",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006384","川辺町中央公民館図書室","KAWABECHOCHUOKOMINKANTOSHOSHITSU","カワベチョウチュウオウコウミンカントショシツ","509-0304","岐阜県","加茂郡川辺町","中川辺1518-4","0574-53-2650","0574-53-6006","http://www.kawabe-gifu.jp/?page_id=999",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006385","木の国七宗コミュニティーセンター図書室","KINOKUNIHICHISOKOMYUNITEISENTATOSHOSHITSU","キノクニヒチソウコミュニティーセンタートショシツ","509-0401","岐阜県","加茂郡七宗町","上麻生2125-1","0574-48-1046","0574-48-1140","http://www.hichiso.jp/tosyo",,2013/10/29 0:00:00,2017/2/28 0:00:00
"JP-1006386","神渕公民館図書室","KABUCHIKOMINKANTOSHOSHITSU","カブチコウミンカントショシツ","509-0511","岐阜県","加茂郡七宗町","神渕4525-4","0574-46-1124","0574-46-2035","",,2013/10/29 0:00:00,
"JP-1006387","八百津町中央公民館図書室","YAOTSUCHOCHUOKOMINKANTOSHOSHITSU","ヤオツチョウチュウオウコウミンカントショシツ","505-0301","岐阜県","加茂郡八百津町","八百津3827-1","0574-43-2111","0574-43-0372","http://www.town.yaotsu.lg.jp/contents/view.cfm?id=383&g1id=11&g2id=74",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006388","東白川村公民館図書室","HIGASHISHIRAKAWAMURAKOMINKANTOSHOSHITSU","ヒガシシラカワムラコウミンカントショシツ","509-1392","岐阜県","加茂郡東白川村","神土548","0574-78-3111","0574-78-3099","https://www.vill.higashishirakawa.gifu.jp/kurashi/bunka/tosho/",,2013/10/29 0:00:00,2017/5/12 0:00:00
"JP-1006389","白川村図書館","SHIRAKAWAMURA Library","シラカワムラトショカン","501-5629","岐阜県","大野郡白川村","鳩谷614-4","05769-6-1360","05769-6-1906","",,2013/10/29 0:00:00,2014/8/15 0:00:00
"JP-1006390","豊橋市二川地区市民館図書室","TOYOHASHISHIFUTAGAWACHIKUSHIMINKANTOSHOSHITSU","トヨハシシフタガワチクシミンカントショシツ","441-3142","愛知県","豊橋市","大岩町字東郷内111-1","0532-41-0551","","http://www.tees.ne.jp/~hutagawa/",,2013/10/29 0:00:00,
"JP-1006391","豊橋市豊岡地区市民館図書室","TOYOHASHISHITOYOKACHIKUSHIMINKANTOSHOSHITSU","トヨハシシトヨオカチクシミンカントショシツ","440-0831","愛知県","豊橋市","西岩田四丁目2-9","0532-61-5632","","http://www.tees.ne.jp/~toyo-oka/",,2013/10/29 0:00:00,
"JP-1006392","豊橋市東陽地区市民館図書室","TOYOHASHISHITOYOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシトウヨウチクシミンカントショシツ","440-0027","愛知県","豊橋市","多米中町一丁目6-1","0532-61-7741","","http://www.tees.ne.jp/~toyou/",,2013/10/29 0:00:00,
"JP-1006393","豊橋市青陵地区市民館図書室","TOYOHASHISHISEIRYOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシセイリョウチクシミンカントショシツ","440-0014","愛知県","豊橋市","南牛川二丁目4-1","0532-61-9285","","http://www.tees.ne.jp/~seiryo/",,2013/10/29 0:00:00,
"JP-1006394","豊橋市杉山地区市民館図書室","TOYOHASHISHISUGIYAMACHIKUSHIMINKANTOSHOSHITSU","トヨハシシスギヤマチクシミンカントショシツ","441-3302","愛知県","豊橋市","杉山町字孝仁11","0532-23-2216","","http://www.maroon.dti.ne.jp/sugiyama/",,2013/10/29 0:00:00,
"JP-1006395","豊橋市石巻地区市民館図書室","TOYOHASHISHIISHIMAKICHIKUSHIMINKANTOSHOSHITSU","トヨハシシイシマキチクシミンカントショシツ","441-1115","愛知県","豊橋市","石巻本町字市場110","0532-88-1317","","http://www.tees.ne.jp/~ishi-maki/library_information.html",,2013/10/29 0:00:00,2016/5/26 0:00:00
"JP-1006396","豊橋市羽根井地区市民館図書室","TOYOHASHISHIHANEICHIKUSHIMINKANTOSHOSHITSU","トヨハシシハネイチクシミンカントショシツ","441-8029","愛知県","豊橋市","羽根井本町131","0532-32-5050","","http://www.tees.ne.jp/~ha-nei/",,2013/10/29 0:00:00,
"JP-1006397","豊橋市吉田方地区市民館図書室","TOYOHASHISHIYOSHIDAGATACHIKUSHIMINKANTOSHOSHITSU","トヨハシシヨシダガタチクシミンカントショシツ","441-8006","愛知県","豊橋市","高洲町字高洲122-7","0532-32-3978","","http://www.tees.ne.jp/~yoshi-da/",,2013/10/29 0:00:00,
"JP-1006398","豊橋市五並地区市民館図書室","TOYOHASHISHIINAMICHIKUSHIMINKANTOSHOSHITSU","トヨハシシイナミチクシミンカントショシツ","441-3113","愛知県","豊橋市","細谷町字上大附98-9","0532-21-2729","","http://www.tees.ne.jp/~inami/",,2013/10/29 0:00:00,
"JP-1006399","豊橋市牟呂地区市民館図書室","TOYOHASHISHIMUROCHIKUSHIMINKANTOSHOSHITSU","トヨハシシムロチクシミンカントショシツ","441-8083","愛知県","豊橋市","東脇二丁目8-23","0532-32-4615","","http://www.tees.ne.jp/~mu-ro/",,2013/10/29 0:00:00,
"JP-1006400","豊橋市高豊地区市民館図書室","TOYOHASHISHITAKATOYOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシタカトヨチクシミンカントショシツ","441-3211","愛知県","豊橋市","伊古部町字多岸田302","0532-21-2824","","http://www.tees.ne.jp/~taka-toyo/",,2013/10/29 0:00:00,
"JP-1006401","豊橋市北部地区市民館図書室","TOYOHASHISHIHOKUBUCHIKUSHIMINKANTOSHOSHITSU","トヨハシシホクブチクシミンカントショシツ","440-0081","愛知県","豊橋市","大村町字仲川原48-5","0532-53-4212","","http://www.maroon.dti.ne.jp/hokubu/",,2013/10/29 0:00:00,
"JP-1006402","豊橋市南部地区市民館図書室","TOYOHASHISHINAMBUCHIKUSHIMINKANTOSHOSHITSU","トヨハシシナンブチクシミンカントショシツ","441-8105","愛知県","豊橋市","北山町95-1","0532-47-0974","","http://www.tees.ne.jp/~nanbu/",,2013/10/29 0:00:00,
"JP-1006403","豊橋市豊城地区市民館図書室","TOYOHASHISHIHOJOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシホウジョウチクシミンカントショシツ","440-0801","愛知県","豊橋市","今橋町16","0532-53-3304","","http://www.tees.ne.jp/~hojo/",,2013/10/29 0:00:00,
"JP-1006404","豊橋市中部地区市民館図書室","TOYOHASHISHICHUBUCHIKUSHIMINKANTOSHOSHITSU","トヨハシシチュウブチクシミンカントショシツ","440-0874","愛知県","豊橋市","東松山町23(中消防署6階)","0532-53-0638","","http://www.tees.ne.jp/~chu-bu/",,2013/10/29 0:00:00,
"JP-1006405","豊橋市高師台地区市民館図書室","TOYOHASHISHITAKASHIDAICHIKUSHIMINKANTOSHOSHITSU","トヨハシシタカシダイチクシミンカントショシツ","441-8113","愛知県","豊橋市","西幸町字浜池332-2","0532-48-1321","","http://www.tees.ne.jp/~taka-shi/",,2013/10/29 0:00:00,
"JP-1006406","豊橋市東部地区市民館図書室","TOYOHASHISHITOBUCHIKUSHIMINKANTOSHOSHITSU","トヨハシシトウブチクシミンカントショシツ","440-0842","愛知県","豊橋市","岩屋町字岩屋下66-1","0532-63-3810","","http://www.tees.ne.jp/~tobu/",,2013/10/29 0:00:00,
"JP-1006407","豊橋市東部地区市民館飯村分館図書室","TOYOHASHISHITOBUCHIKUSHIMINKANIMUREBUNKANTOSHOSHITSU","トヨハシシトウブチクシミンカンイムレブンカントショシツ","440-0835","愛知県","豊橋市","飯村南四丁目6-3","0532-64-5261","","http://www.tees.ne.jp/~imure/",,2013/10/29 0:00:00,2013/11/20 0:00:00
"JP-1006408","豊橋市南陽地区市民館図書室","TOYOHASHISHINANYOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシナンヨウチクシミンカントショシツ","441-8141","愛知県","豊橋市","草間町字平東89","0532-48-6576","","http://www.tees.ne.jp/~nanyo/",,2013/10/29 0:00:00,
"JP-1006409","豊橋市本郷地区市民館図書室","TOYOHASHISHIHONGOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシホンゴウチクシミンカントショシツ","441-8117","愛知県","豊橋市","浜道町字桜50-7","0532-46-8487","","http://www.tees.ne.jp/~hongo/",,2013/10/29 0:00:00,2016/5/27 0:00:00
"JP-1006410","豊橋市東陵地区市民館図書室","TOYOHASHISHITORYOCHIKUSHIMINKANTOSHOSHITSU","トヨハシシトウリョウチクシミンカントショシツ","440-0006","愛知県","豊橋市","牛川町字乗小路32-31","0532-64-8088","","http://www.tees.ne.jp/~toryo/",,2013/10/29 0:00:00,
"JP-1006411","アイプラザ豊橋図書室","AIPURAZATOYOHASHITOSHOSHITSU","アイプラザトヨハシトショシツ","441-8141","愛知県","豊橋市","草間町字東山143-6","0532-46-7181","","http://www.aiplaza-toyohashi.jp/library/",,2013/10/29 0:00:00,2014/8/18 0:00:00
"JP-1006412","豊橋市東田校区市民館図書室","TOYOHASHISHIAZUMADAKOKUSHIMINKANTOSHOSHITSU","トヨハシシアヅマダコウクシミンカントショシツ","440-0065","愛知県","豊橋市","仁連木町15","0532-61-9822","0532-61-9822","",,2013/10/29 0:00:00,
"JP-1006413","豊橋市松葉校区市民館図書室","TOYOHASHISHIMATSUBAKOKUSHIMINKANTOSHOSHITSU","トヨハシシマツバコウクシミンカントショシツ","440-0076","愛知県","豊橋市","大橋通三丁目107","0532-53-4794","0532-53-4794","",,2013/10/29 0:00:00,
"JP-1006414","豊橋市津田校区市民館図書室","TOYOHASHISHITSUDAKOKUSHIMINKANTOSHOSHITSU","トヨハシシツダコウクシミンカントショシツ","440-0093","愛知県","豊橋市","横須賀町字宮前10-2","0532-31-9644","0532-31-9644","",,2013/10/29 0:00:00,
"JP-1006415","豊橋市磯辺校区市民館図書室","TOYOHASHISHIISOBEKOKUSHIMINKANTOSHOSHITSU","トヨハシシイソベコウクシミンカントショシツ","441-8145","愛知県","豊橋市","駒形町字丸山60","0532-46-9440","0532-46-9440","",,2013/10/29 0:00:00,
"JP-1006416","豊橋市大崎校区市民館図書室","TOYOHASHISHIOSAKIKOKUSHIMINKANTOSHOSHITSU","トヨハシシオオサキコウクシミンカントショシツ","441-8073","愛知県","豊橋市","大崎町字柿ﾉ木16","0532-25-2045","0532-25-2045","",,2013/10/29 0:00:00,
"JP-1006417","豊橋市鷹丘校区市民館図書室","TOYOHASHISHITAKAOKAKOKUSHIMINKANTOSHOSHITSU","トヨハシシタカオカコウクシミンカントショシツ","440-0013","愛知県","豊橋市","西小鷹野三丁目7-1","0532-61-9821","0532-61-9821","http://www.tees.ne.jp/~takaokakouku/index.html",,2013/10/29 0:00:00,
"JP-1006418","豊橋市下条校区市民館図書室","TOYOHASHISHIGEJOKOKUSHIMINKANTOSHOSHITSU","トヨハシシゲジョウコウクシミンカントショシツ","440-0002","愛知県","豊橋市","下条東町字西浦61-3","0532-88-1420","0532-88-1420","",,2013/10/29 0:00:00,
"JP-1006419","豊橋市多米校区市民館図書室","TOYOHASHISHITAMEKOKUSHIMINKANTOSHOSHITSU","トヨハシシタメコウクシミンカントショシツ","440-0027","愛知県","豊橋市","多米中町二丁目27-1","0532-61-9823","0532-61-9823","",,2013/10/29 0:00:00,
"JP-1006420","豊橋市旭校区市民館図書室","TOYOHASHISHIASAHIKOKUSHIMINKANTOSHOSHITSU","トヨハシシアサヒコウクシミンカントショシツ","440-0057","愛知県","豊橋市","旭町字旭535-2","0532-53-4795","0532-53-4795","",,2013/10/29 0:00:00,
"JP-1006421","豊橋市谷川校区市民館図書室","TOYOHASHISHITANIGAWAKOKUSHIMINKANTOSHOSHITSU","トヨハシシタニガワコウクシミンカントショシツ","441-3106","愛知県","豊橋市","中原町字東ﾉ谷1-11","0532-41-4963","0532-41-4963","",,2013/10/29 0:00:00,
"JP-1006422","豊橋市花田校区市民館図書室","TOYOHASHISHIHANADAKOKUSHIMINKANTOSHOSHITSU","トヨハシシハナダコウクシミンカントショシツ","441-8081","愛知県","豊橋市","西羽田町247","0532-31-9612","0532-31-9612","",,2013/10/29 0:00:00,
"JP-1006423","豊橋市高師校区市民館図書室","TOYOHASHISHITAKASHIKOKUSHIMINKANTOSHOSHITSU","トヨハシシタカシコウクシミンカントショシツ","441-8157","愛知県","豊橋市","上野町字上原99-10","0532-45-9716","0532-45-9716","",,2013/10/29 0:00:00,
"JP-1006424","豊橋市野依校区市民館図書室","TOYOHASHISHINOYORIKOKUSHIMINKANTOSHOSHITSU","トヨハシシノヨリコウクシミンカントショシツ","441-8124","愛知県","豊橋市","野依町字諏訪149-1","0532-25-2146","0532-25-2146","",,2013/10/29 0:00:00,2015/2/23 0:00:00
"JP-1006425","豊橋市植田校区市民館図書室","TOYOHASHISHIUETAKOKUSHIMINKANTOSHOSHITSU","トヨハシシウエタコウクシミンカントショシツ","441-8134","愛知県","豊橋市","植田町字池下63-1","0532-25-2046","0532-25-2046","",,2013/10/29 0:00:00,
"JP-1006426","豊橋市牛川校区市民館図書室","TOYOHASHISHIUSHIKAWAKOKUSHIMINKANTOSHOSHITSU","トヨハシシウシカワコウクシミンカントショシツ","440-0016","愛知県","豊橋市","牛川町字中郷13-28","0532-53-9533","0532-53-9533","",,2013/10/29 0:00:00,
"JP-1006427","豊橋市西郷校区市民館図書室","TOYOHASHISHISAIGOKOKUSHIMINKANTOSHOSHITSU","トヨハシシサイゴウコウクシミンカントショシツ","441-1105","愛知県","豊橋市","石巻平野町字中野田100-3","0532-88-1422","0532-88-1422","",,2013/10/29 0:00:00,
"JP-1006428","豊橋市石巻校区市民館図書室","TOYOHASHISHIISHIMAKIKOKUSHIMINKANTOSHOSHITSU","トヨハシシイシマキコウクシミンカントショシツ","441-1112","愛知県","豊橋市","石巻町字西浦16","0532-88-1424","0532-88-1424","",,2013/10/29 0:00:00,
"JP-1006429","豊橋市石巻校区市民館金田分館図書室","TOYOHASHISHIISHIMAKIKOKUSHIMINKANKANADABUNKANTOSHOSHITSU","トヨハシシイシマキコウクシミンカンカナダブンカントショシツ","441-1112","愛知県","豊橋市","石巻町字藪下1-1","0532-88-5757","0532-88-5757","",,2013/10/29 0:00:00,
"JP-1006430","豊橋市小沢校区市民館図書室","TOYOHASHISHIOZAWAKOKUSHIMINKANTOSHOSHITSU","トヨハシシオザワコウクシミンカントショシツ","441-3122","愛知県","豊橋市","小島町字荒巻81-1","0532-21-2844","0532-21-2844","",,2013/10/29 0:00:00,
"JP-1006431","豊橋市豊南校区市民館図書室","TOYOHASHISHITONAMIKOKUSHIMINKANTOSHOSHITSU","トヨハシシトナミコウクシミンカントショシツ","441-3213","愛知県","豊橋市","西赤沢町字南ﾉ谷99-9","0532-21-2845","0532-21-2845","",,2013/10/29 0:00:00,
"JP-1006432","豊橋市賀茂校区市民館図書室","TOYOHASHISHIKAMOKOKUSHIMINKANTOSHOSHITSU","トヨハシシカモコウクシミンカントショシツ","441-1101","愛知県","豊橋市","賀茂町字宗末41-1","0532-88-1421","0532-88-1421","",,2013/10/29 0:00:00,
"JP-1006433","豊橋市芦原校区市民館図書室","TOYOHASHISHIASHIHARAKOKUSHIMINKANTOSHOSHITSU","トヨハシシアシハラコウクシミンカントショシツ","441-8155","愛知県","豊橋市","芦原町字嵩山地36-4","0532-45-9718","0532-45-9718","",,2013/10/29 0:00:00,
"JP-1006434","豊橋市岩田校区市民館図書室","TOYOHASHISHIIWATAKOKUSHIMINKANTOSHOSHITSU","トヨハシシイワタコウクシミンカントショシツ","440-0832","愛知県","豊橋市","中岩田四丁目1-2","0532-61-9861","0532-61-9861","http://www.tees.ne.jp/~iwatakouku/iwatakoukujichikai-siminkan-tosyo.html",,2013/10/29 0:00:00,2014/8/18 0:00:00
"JP-1006435","豊橋市豊校区市民館図書室","TOYOHASHISHIYUTAKAKOKUSHIMINKANTOSHOSHITSU","トヨハシシユタカコウクシミンカントショシツ","440-0831","愛知県","豊橋市","西岩田五丁目6-2","0532-61-9860","0532-61-9860","",,2013/10/29 0:00:00,
"JP-1006436","豊橋市大村校区市民館図書室","TOYOHASHISHIOMURAKOKUSHIMINKANTOSHOSHITSU","トヨハシシオオムラコウクシミンカントショシツ","440-0081","愛知県","豊橋市","大村町字地之神7-4","0532-53-9658","0532-53-9658","",,2013/10/29 0:00:00,
"JP-1006437","豊橋市幸校区市民館図書室","TOYOHASHISHIMIYUKIKOKUSHIMINKANTOSHOSHITSU","トヨハシシミユキコウクシミンカントショシツ","441-8113","愛知県","豊橋市","西幸町字笠松184-1","0532-45-9666","0532-45-9666","http://miyukikouku.com/",,2013/10/29 0:00:00,
"JP-1006438","豊橋市福岡校区市民館図書室","TOYOHASHISHIFUKUOKAKOKUSHIMINKANTOSHOSHITSU","トヨハシシフクオカコウクシミンカントショシツ","441-8063","愛知県","豊橋市","橋良町字東中山3-2","0532-45-9680","0532-45-9680","",,2013/10/29 0:00:00,
"JP-1006439","豊橋市栄校区市民館図書室","TOYOHASHISHISAKAEKOKUSHIMINKANTOSHOSHITSU","トヨハシシサカエコウクシミンカントショシツ","441-8105","愛知県","豊橋市","北山町字東浦46-4","0532-45-9675","0532-45-9675","",,2013/10/29 0:00:00,
