"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","City/Ward/Town/Village","Address (Street Level)","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1005632","射水市大島絵本館","Oshima museum of picture books","イミズシオオシマエホンカン","939-0283","富山県","射水市","鳥取50","0766-52-6780","0766-52-6777","http://www.ehonkan.or.jp",,2013/1/29 0:00:00,2013/2/19 0:00:00
"JP-1005633","株式会社スギノマシン","Sugino Machine Limited","カブシキガイシャスギノマシン","937-8511","富山県","魚津市","本江2410","0765-24-5111","0765-24-5051","http://www.sugino.com",,2013/1/29 0:00:00,2013/2/4 0:00:00
"JP-1005634","富山県経営管理部統計調査課統計資料室","TOYAMAKENKEIEIKANRIBUTOKEICHOSAKATOKEISHIRYOSHITSU","トヤマケンケイエイカンリブトウケイチョウサカトウケイシリョウシツ","930-8501","富山県","富山市","新総曲輪1-7","076-444-3190(内線2553)","076-444-3490","http://www.pref.toyama.jp/sections/1015/index2.html",,2013/1/29 0:00:00,2016/3/25 0:00:00
"JP-1005635","富山県総合教育センター","Toyama Prefectural General Education Center","トヤマケンソウゴウキョウイクセンター","930-0866","富山県","富山市","高田525","076-444-6169(内線301)","076-444-6170","http://center.tym.ed.jp/siryousitu",,2013/1/29 0:00:00,2016/3/25 0:00:00
"JP-1005636","石川県工業試験場","Industrial Research Institute of ISHIKAWA","イシカワケンコウギョウシケンジョウ","920-8203","石川県","金沢市","鞍月2-1","076-267-8081","076-267-8090","http://www.irii.jp/support/information.html",,2013/1/29 0:00:00,
"JP-1005637","公益財団法人石川県国際交流協会","Ishikawa Foundation for International Exchange","コウエキザイダンホウジンイシカワケンコクサイコウリュウキョウカイ","920-0853","石川県","金沢市","本町1-5-3リファーレ3階","076-262-5932","076-263-5932","http://www.ifie.or.jp/japan/residents/library/libra_home.html",,2013/1/29 0:00:00,2016/3/25 0:00:00
"JP-1005638","福井県工業技術センター","Industrial Technology Center of Fukui Prefecture","フクイケンコウギョウギジュツセンター","910-0102","福井県","福井市","川合鷲塚町61字北稲田10","0776-55-0664","0776-55-0665","http://www.fklab.fukui.fukui.jp/kougi/tecinfo/index.html",,2013/1/29 0:00:00,
"JP-1005639","福井県農業試験場","Fukui Agricultural Experiment Station","フクイケンノウギョウシケンジョウ","918-8215","福井県","福井市","寮町辺操52-21","0776-54-9314","0776-54-5106","",,2013/1/29 0:00:00,2016/3/25 0:00:00
"JP-1005640","岐阜県森林研究所","Gifu Prefectural Research Institute for Forests","ギフケンシンリンケンキュウジョ","501-3714","岐阜県","美濃市","曽代1128-1","0575-33-2585","0575-33-2584","http://www.forest.rd.pref.gifu.lg.jp/",,2013/1/29 0:00:00,2014/7/9 0:00:00
"JP-1005641","岐阜県セラミックス研究所","Gifu Prefectural Ceramics Research Institute","ギフケンセラミックスケンキュウジョ","507-0811","岐阜県","多治見市","星ヶ台3-11","0572-22-5381","0572-25-1163","http://www.ceram.rd.pref.gifu.jp/index.html",,2013/1/29 0:00:00,2017/2/28 0:00:00
"JP-1005642","岐阜県総合教育センター図書・教育資料室","Gifu Prefectural General Education Center Library Education Resources Room","ギフケンソウゴウキョイクセンタートショ・キョウイクシリョウシツ","500-8384","岐阜県","岐阜市","薮田南5-9-1　岐阜県総合教育センター本館3階","058-271-3404","058-276-0627","https://www.gifu-net.ed.jp/ggec/tosyo/",,2013/1/29 0:00:00,2022/12/15 0:00:00
"JP-1005643","内藤記念くすり博物館付属図書館","Naito Museum of Pharmaceutical Science and Industry","ナイトウキネンクスリハクブツカンフゾクトショカン","501-6195","岐阜県","各務原市","川島竹早町1","0586-89-2101","0586-89-2197","http://www.eisai.co.jp/museum/information/facility/library.html",,2013/1/29 0:00:00,
"JP-1005645","井上靖文学館","Yasushi Inoue Literary Museum","イノウエヤスシブンガクカン","411-0931","静岡県","駿東郡長泉町","クレマチスの丘(スルガ平）515-57","055-986-1771","055-980-5313","http://inoue-yasushi-museum.jp/",,2013/1/29 0:00:00,2016/3/25 0:00:00
"JP-1005646","カワサキ機工株式会社開発部","KAWASAKI KIKO CO., LTD. DEVELOPMENT DIVISION","カワサキキコウカブシキガイシャカイハツブ","436-0005","静岡県","掛川市","伊達方滑川810-1","0537-27-1717","0537-27-1435","",,2013/1/29 0:00:00,
"JP-1005647","大学共同利用機関法人情報・システム研究機構国立遺伝学研究所図書室","Research Organization of Information and Systems National Institute of Genetics Library","ダイガクキョウドウリヨウキカンホウジンジョウホウシステムケンキュウキコウコクリツイデンガクケンキュウジョトショシツ","411-8540","静岡県","三島市","谷田1111","055-981-6718","055-981-6715","https://www.nig.ac.jp/nig/ja/about-nig/life-at-nig/map",,2013/1/29 0:00:00,2017/4/28 0:00:00
"JP-1005648","静岡県水産技術研究所富士養鱒場","SHIZUOKAKENSUISANGIJUTSUKENKYUJOFUJIYOSONJO","シズオカケンスイサンギジュツケンキュウジョフジヨウソンジョウ","418-0108","静岡県","富士宮市","猪之頭579-2","0544-52-0311","0544-52-0312","",,2013/1/29 0:00:00,
"JP-1005649","静岡県男女共同参画センターあざれあ図書室","SHIZUOKA PREFECTURAL GENDER EQUALITY CENTER AZAREA","シズオカケンダンジョキョウドウサンカクセンターアザレアトショシツ","422-8063","静岡県","静岡市駿河区","馬渕1-17-1","054-255-8763（内線201）","054-255-8759","http://www.azarea-navi.jp/library/",,2013/1/29 0:00:00,
"JP-1005651","淡山翁記念報徳図書館","TANZANOKINENHOTOKU Library","タンザンオウキネンホウトクトショカン","436-0079","静岡県","掛川市","掛川1176","0537-22-3016","0537-23-5523","",,2013/1/29 0:00:00,2013/2/7 0:00:00
"JP-1005654","愛知芸術文化センター アートライブラリー","Aichi Arts Center Art Library","アイチゲイジュツブンカセンター アートライブラリー","461-8525","愛知県","名古屋市東区","東桜1-13-2","052-971-5511","052-971-5659","http://www.aac.pref.aichi.jp/",,2013/1/29 0:00:00,2013/2/28 0:00:00
"JP-1005655","愛知県がんセンター図書室","Aichi Cancer Center Library","アイチケンガンセンタートショシツ","464-8681","愛知県","名古屋市千種区","鹿子殿1-1","052-764-2914","052-763-5233","http://www.pref.aichi.jp/cancer-center/hosp/11medical/library/index.html",,2013/1/29 0:00:00,
"JP-1005656","愛知県県民生活部統計課統計資料室","Aichi Prefectural Statistics Center","アイチケンケンミンセイカツブトウケイカトウケイシリョウシツ","460-8501","愛知県","名古屋市中区","三の丸3-1-2","052-954-6108","052-954-6907","http://www.pref.aichi.jp/toukei/",,2013/1/29 0:00:00,
"JP-1005657","あいち産業科学技術総合センター産業技術センター","Industrial Research Center, Aichi Center for Industry and Science Technology","アイチサンギョウカガクギジュツソウゴウセンターサンギョウギジュツセンター","448-0013","愛知県","刈谷市","恩田町1-157-1","0566-24-1841","0566-22-8033","http://www.aichi-inst.jp/sangyou/",,2013/1/29 0:00:00,2013/2/8 0:00:00
"JP-1005658","愛知県心身障害者コロニー発達障害研究所図書室","Library of Institute for Developmental Research, Aichi Human Service Center","アイチケンシンシンショウガイシャコロニーハッタツショウガイケンキュウジョトショシツ","480-0392","愛知県","春日井市","神屋町713-8","0568-88-0811(内線3517)","0568-88-0829","http://www.inst-hsc.jp/",,2013/1/29 0:00:00,
"JP-1005659","愛知大学国際問題研究所","The Aichi University Institute of International Affairs","アイチダイガクコクサイモンダイケンキュウジョ","453-8777","愛知県","名古屋市中村区","平池町4-60-6","052-564-6121","052-564-6221","http://leo.aichi-u.ac.jp/~aiia/",,2013/1/29 0:00:00,2013/2/4 0:00:00
"JP-1005660","愛知大学綜合郷土研究所","AICHIDAIGAKUSOGOKYODOKENKYUJO","アイチダイガクソウゴウキョウドケンキュウジョ","441-8522","愛知県","豊橋市","町畑町1-1","0532-47-4160","0532-47-4190","http://www.aichi-u.ac.jp/kyodoken/index.html",,2013/1/29 0:00:00,2014/7/9 0:00:00
"JP-1005661","旭精機工業株式会社","Asahi-Seiki Manufacturing Co., Ltd.","アサヒセイキコウギョウカブシキガイシャ","488-8655","愛知県","尾張旭市","旭前町新田洞5050-1","0561-52-5301(内線213)","0561-52-5325","",,2013/1/29 0:00:00,
"JP-1005662","熱田神宮熱田文庫","ATSUTAJINGUATSUTABUNKO","アツタジングウアツタブンコ","456-8585","愛知県","名古屋市熱田区","神宮1-1-1","052-671-0852(内線505)","052-671-1202","http://atsutajingu.or.jp/jingu/facilities/atsutabunko.html",,2013/1/29 0:00:00,
"JP-1005663","独立行政法人産業技術総合研究所中部センター","National Institute of Advanced Industrial Science and Technology Chubu","ドクリツギョウセイホウジンサンギョウギジュツソウゴウケンキュウジョチュウブセンター","463-8560","愛知県","名古屋市守山区","大字下志段味字穴ヶ洞2266-98","052-736-7375(内線7375)","052-736-7066","http://www.aist.go.jp/chubu/",,2013/1/29 0:00:00,2017/2/28 0:00:00
"JP-1005664","特定非営利活動法人体育とスポーツの図書館","Physical Education & Sports Library","トクテイヒエイリカツドウホウジンタイイクトスポーツノトショカン","444-2424","愛知県","豊田市","足助町城山49-2","0565-62-3500","0565-62-3500","http://sportslibrary.web.fc2.com/",,2013/1/29 0:00:00,2014/7/9 0:00:00
"JP-1005665","名古屋市交通局市営交通資料センター","Municipal Transportation Archives","ナゴヤシコウツウキョクシエイコウツウシリョウセンター","460-0002","愛知県","名古屋市中区","丸の内3-10-4丸の内会館6Ｆ","052-971-2615","052-971-2616","http://www.kotsu.city.nagoya.jp/fun/datacenter/index.html",,2013/1/29 0:00:00,2013/2/28 0:00:00
"JP-1005666","名古屋市環境科学調査センター","Nagoya City Environmental Science Research Institute","ナゴヤシカンキョウカガクチョウサセンター","457-0841","愛知県","名古屋市南区","豊田5-16-8","052-692-8481","052-692-8483","http://www.city.nagoya.jp/kurashi/category/19-21-1-0-0-0-0-0-0-0.html",,2013/1/29 0:00:00,2017/2/28 0:00:00
"JP-1005667","名古屋市消費生活センターくらしの情報プラザ","Consumer Affairs Center, Consumer Information Center","ナゴヤシショウヒセイカツセンタークラシノジョウホウプラザ","460-0008","愛知県","名古屋市中区","栄1-23-13伏見ライフプラザ11Ｆ","052-222-9677","052-222-9678","http://www.seikatsu.city.nagoya.jp/plaza/index.html",,2013/1/29 0:00:00,
"JP-1005668","名古屋市男女平等参画推進センター、名古屋市女性会館図書資料室／イーブルなごや図書資料室","Nagoya City Women's Center Women's Information Library","ナゴヤシダンジョビョウドウサンカクスイシンセンター、ナゴヤシジョセイカイカントショシリョウシツ／イーブルナゴヤトショシリョウシツ","460-0015","愛知県","名古屋市中区","大井町7-25","052-331-5288","052-322-9458","https://e-able-nagoya.jp/library/",,2013/1/29 0:00:00,2014/7/10 0:00:00
"JP-1005669","名古屋市中小企業振興センター情報コーナー","Nagoya City Smaller Enterprise Information Center","ナゴヤシチュウショウキギョウシンコウセンタージョウホウコーナー","464-0856","愛知県","名古屋市千種区","吹上2-6-3名古屋市中小企業振興会館6Ｆ","052-735-2100","052-735-2002","http://www.city.nagoya.jp/jigyou/category/387-1-3-3-0-0-0-0-0-0.html",,2013/1/29 0:00:00,2014/7/10 0:00:00
"JP-1005670","名古屋市蓬左文庫","Hosa Library, City of Nagoya","ナゴヤシホウサブンコ","461-0023","愛知県","名古屋市東区","徳川町1001","052-935-2173","052-935-2174","http://housa.city.nagoya.jp/index.html",,2013/1/29 0:00:00,2013/2/7 0:00:00
"JP-1005671","日本自分史センター","Personal History Center of Japan","ニホンジブンシセンター","486-0844","愛知県","春日井市","鳥居松町5-44文化フォーラム春日井","0568-85-6868","0568-82-0213","http://www.kasugai-bunka.jp/jibunshi/",,2013/1/29 0:00:00,2013/3/4 0:00:00
"JP-1005672","株式会社LIXIL住設・建材カンパニー水まわり総合技術研究所図書室","LIXIL Corporation","カブシキガイシャリクシルジュウセツケンザイカンパニーミズマワリソウゴウギジュツケンキュウジョトショシツ","479-8588","愛知県","常滑市","港町3-77","0569-43-6000","0569-43-6114","",,2013/1/29 0:00:00,
"JP-1005673","国立研究開発法人水産研究・教育機構南勢庁舎図書室","Library of Nansei Field Station, Japan Fisheries Research and Education Agency","コクリツケンキュウカイハツホウジンスイサンケンキュウ・キョウイクキコウナンセイチョウシャトショシツ","516-0193","三重県","度会郡南伊勢町","中津浜浦422-1","0599-66-1830","0599-66-1962","http://nria.fra.affrc.go.jp",,2013/1/29 0:00:00,2020/8/7 0:00:00
"JP-1005674","名古屋大学大学院理学研究科附属臨界実験所","Sugashima Marine Biological Laboratory, Graduate School of Science, Nagoya University","ナゴヤダイガクダイガクインリガクケンキュウカフゾクリンカイジッケンショ","517-0004","三重県","鳥羽市","菅島町429-63","0599-34-2216","0599-34-2456","http://www.bio.nagoya-u.ac.jp/~SugashimaMBL/index.html",,2013/1/29 0:00:00,2014/7/11 0:00:00
"JP-1005675","三重県工業研究所窯業研究室","Mie Prefecture Industrial Research Institute Ceramic Science Branch","ミエケンコウギョウケンキュウジョヨウギョウケンキュウシツ","510-0805","三重県","四日市市","東阿倉川788","059-331-2381","059-331-7223","http://www.pref.mie.lg.jp/kougi/hp/38549032811.htm",,2013/1/29 0:00:00,2017/2/28 0:00:00
"JP-1005676","三重県情報公開・個人情報総合窓口","Public and Private Information Counter,Mie Pref.","ミエケンジョウホウコウカイ・コジンジョウホウソウゴウマドグチ","514-0004","三重県","津市","栄町1-954三重県栄町庁舎1階","059-224-2071","059-224-3039","http://www.pref.mie.lg.jp/KOUKAI/index.htm",,2013/1/29 0:00:00,2013/2/13 0:00:00
